"cond" "item" "RT" "correct" "subj" "prime" "target"
"DD" "25" 829 TRUE 8 "D" "D"
"ED" "90" 1000 FALSE 8 "E" "D"
"EE" "14" 799 TRUE 8 "E" "E"
"DE" "76" 796 TRUE 8 "D" "E"
"DD" "36" 807 TRUE 8 "D" "D"
"ED" "8" 631 TRUE 8 "E" "D"
"EE" "9" 653 TRUE 8 "E" "E"
"ED" "96" 596 TRUE 8 "E" "D"
"ED" "17" 630 TRUE 8 "E" "D"
"EE" "58" 752 TRUE 8 "E" "E"
"DD" "15" 450 TRUE 8 "D" "D"
"DE" "20" 752 TRUE 8 "D" "E"
"ED" "2" 647 TRUE 8 "E" "D"
"DD" "23" 876 TRUE 8 "D" "D"
"DD" "38" 578 TRUE 8 "D" "D"
"ED" "15" 472 TRUE 8 "E" "D"
"DD" "17" 484 TRUE 8 "D" "D"
"ED" "86" 548 TRUE 8 "E" "D"
"EE" "48" 698 TRUE 8 "E" "E"
"DE" "73" 816 TRUE 8 "D" "E"
"EE" "45" 980 TRUE 8 "E" "E"
"ED" "12" 457 TRUE 8 "E" "D"
"DE" "77" 780 TRUE 8 "D" "E"
"DD" "14" 460 TRUE 8 "D" "D"
"ED" "93" 660 TRUE 8 "E" "D"
"ED" "6" 876 TRUE 8 "E" "D"
"DD" "19" 592 TRUE 8 "D" "D"
"DE" "18" 820 TRUE 8 "D" "E"
"DD" "37" 760 TRUE 8 "D" "D"
"ED" "88" 960 TRUE 8 "E" "D"
"EE" "50" 1000 FALSE 8 "E" "E"
"ED" "95" 799 TRUE 8 "E" "D"
"DD" "13" 699 TRUE 8 "D" "D"
"DD" "24" 781 TRUE 8 "D" "D"
"DE" "7" 726 TRUE 8 "D" "E"
"DE" "80" 828 TRUE 8 "D" "E"
"ED" "83" 720 TRUE 8 "E" "D"
"EE" "7" 652 TRUE 8 "E" "E"
"DE" "15" 828 TRUE 8 "D" "E"
"DE" "11" 605 TRUE 8 "D" "E"
"EE" "42" 1000 FALSE 8 "E" "E"
"DD" "12" 746 TRUE 8 "D" "D"
"DD" "3" 611 TRUE 8 "D" "D"
"DD" "8" 556 TRUE 8 "D" "D"
"ED" "1" 590 TRUE 8 "E" "D"
"DE" "68" 811 TRUE 8 "D" "E"
"EE" "54" 699 TRUE 8 "E" "E"
"EE" "5" 691 TRUE 8 "E" "E"
"DD" "9" 469 TRUE 8 "D" "D"
"EE" "13" 602 TRUE 8 "E" "E"
"EE" "46" 881 TRUE 8 "E" "E"
"EE" "53" 796 TRUE 8 "E" "E"
"EE" "2" 617 TRUE 8 "E" "E"
"DD" "30" 622 TRUE 8 "D" "D"
"DE" "75" 816 TRUE 8 "D" "E"
"DD" "26" 618 TRUE 8 "D" "D"
"ED" "89" 793 TRUE 8 "E" "D"
"EE" "51" 744 TRUE 8 "E" "E"
"ED" "18" 497 TRUE 8 "E" "D"
"ED" "11" 778 TRUE 8 "E" "D"
"DE" "10" 489 TRUE 8 "D" "E"
"ED" "92" 609 TRUE 8 "E" "D"
"DE" "6" 649 TRUE 8 "D" "E"
"EE" "41" 663 TRUE 8 "E" "E"
"DD" "16" 560 TRUE 8 "D" "D"
"ED" "91" 817 TRUE 8 "E" "D"
"ED" "99" 809 TRUE 8 "E" "D"
"DD" "18" 538 TRUE 8 "D" "D"
"ED" "13" 640 TRUE 8 "E" "D"
"EE" "44" 671 TRUE 8 "E" "E"
"EE" "12" 593 TRUE 8 "E" "E"
"ED" "7" 616 TRUE 8 "E" "D"
"EE" "57" 634 TRUE 8 "E" "E"
"DE" "66" 671 TRUE 8 "D" "E"
"EE" "16" 476 TRUE 8 "E" "E"
"DD" "2" 623 TRUE 8 "D" "D"
"DD" "39" 687 TRUE 8 "D" "D"
"DE" "17" 696 TRUE 8 "D" "E"
"EE" "6" 577 TRUE 8 "E" "E"
"DE" "61" 615 TRUE 8 "D" "E"
"ED" "5" 747 TRUE 8 "E" "D"
"DE" "70" 597 TRUE 8 "D" "E"
"EE" "52" 632 TRUE 8 "E" "E"
"DE" "8" 566 TRUE 8 "D" "E"
"DD" "4" 473 TRUE 8 "D" "D"
"DE" "3" 384 TRUE 8 "D" "E"
"DE" "2" 751 TRUE 8 "D" "E"
"EE" "15" 541 TRUE 8 "E" "E"
"DD" "31" 604 TRUE 8 "D" "D"
"EE" "4" 436 TRUE 8 "E" "E"
"ED" "100" 639 TRUE 8 "E" "D"
"EE" "18" 474 TRUE 8 "E" "E"
"EE" "49" 881 TRUE 8 "E" "E"
"DE" "72" 708 TRUE 8 "D" "E"
"DE" "78" 727 TRUE 8 "D" "E"
"ED" "3" 476 TRUE 8 "E" "D"
"DD" "20" 634 TRUE 8 "D" "D"
"DD" "7" 449 TRUE 8 "D" "D"
"EE" "8" 548 TRUE 8 "E" "E"
"DE" "74" 592 TRUE 8 "D" "E"
"DD" "11" 555 TRUE 8 "D" "D"
"DD" "1" 494 TRUE 8 "D" "D"
"DE" "64" 1000 FALSE 8 "D" "E"
"DD" "29" 644 TRUE 8 "D" "D"
"ED" "19" 579 TRUE 8 "E" "D"
"ED" "82" 546 TRUE 8 "E" "D"
"ED" "20" 499 TRUE 8 "E" "D"
"DD" "5" 507 TRUE 8 "D" "D"
"ED" "16" 544 TRUE 8 "E" "D"
"EE" "1" 532 TRUE 8 "E" "E"
"DD" "27" 792 TRUE 8 "D" "D"
"ED" "97" 823 TRUE 8 "E" "D"
"DE" "19" 1000 FALSE 8 "D" "E"
"EE" "20" 660 TRUE 8 "E" "E"
"DE" "69" 566 TRUE 8 "D" "E"
"DE" "9" 533 TRUE 8 "D" "E"
"DD" "6" 584 TRUE 8 "D" "D"
"ED" "9" 434 TRUE 8 "E" "D"
"DD" "22" 568 TRUE 8 "D" "D"
"DD" "10" 439 TRUE 8 "D" "D"
"DE" "14" 656 TRUE 8 "D" "E"
"DD" "32" 562 TRUE 9 "D" "D"
"DD" "6" 539 TRUE 9 "D" "D"
"DD" "13" 571 TRUE 9 "D" "D"
"DD" "37" 595 FALSE 9 "D" "D"
"DE" "78" 560 TRUE 9 "D" "E"
"DE" "12" 428 FALSE 9 "D" "E"
"ED" "13" 413 TRUE 9 "E" "D"
"EE" "1" 585 TRUE 9 "E" "E"
"DD" "40" 548 FALSE 9 "D" "D"
"ED" "95" 529 TRUE 9 "E" "D"
"DD" "14" 421 TRUE 9 "D" "D"
"DD" "4" 517 TRUE 9 "D" "D"
"ED" "87" 561 TRUE 9 "E" "D"
"DE" "70" 539 TRUE 9 "D" "E"
"DE" "61" 514 TRUE 9 "D" "E"
"EE" "56" 497 TRUE 9 "E" "E"
"ED" "81" 540 TRUE 9 "E" "D"
"DD" "33" 466 TRUE 9 "D" "D"
"DE" "74" 492 TRUE 9 "D" "E"
"EE" "54" 467 TRUE 9 "E" "E"
"ED" "14" 604 TRUE 9 "E" "D"
"DD" "23" 571 TRUE 9 "D" "D"
"ED" "16" 469 TRUE 9 "E" "D"
"DD" "24" 531 TRUE 9 "D" "D"
"DE" "67" 442 TRUE 9 "D" "E"
"DE" "73" 403 TRUE 9 "D" "E"
"ED" "97" 756 TRUE 9 "E" "D"
"DE" "75" 564 TRUE 9 "D" "E"
"DE" "76" 451 TRUE 9 "D" "E"
"DD" "22" 499 TRUE 9 "D" "D"
"DD" "17" 413 TRUE 9 "D" "D"
"EE" "59" 535 TRUE 9 "E" "E"
"DE" "64" 468 TRUE 9 "D" "E"
"DD" "20" 461 TRUE 9 "D" "D"
"EE" "19" 450 FALSE 9 "E" "E"
"DE" "8" 500 FALSE 9 "D" "E"
"DE" "2" 618 TRUE 9 "D" "E"
"DE" "9" 589 TRUE 9 "D" "E"
"DD" "26" 491 TRUE 9 "D" "D"
"DE" "11" 447 TRUE 9 "D" "E"
"DE" "3" 580 TRUE 9 "D" "E"
"DD" "12" 507 TRUE 9 "D" "D"
"DE" "72" 555 TRUE 9 "D" "E"
"EE" "48" 555 TRUE 9 "E" "E"
"DE" "7" 581 TRUE 9 "D" "E"
"EE" "58" 497 TRUE 9 "E" "E"
"EE" "17" 453 TRUE 9 "E" "E"
"EE" "45" 514 TRUE 9 "E" "E"
"ED" "94" 525 TRUE 9 "E" "D"
"DE" "10" 510 TRUE 9 "D" "E"
"EE" "60" 444 TRUE 9 "E" "E"
"EE" "44" 491 TRUE 9 "E" "E"
"ED" "1" 386 TRUE 9 "E" "D"
"ED" "20" 387 TRUE 9 "E" "D"
"DE" "13" 493 TRUE 9 "D" "E"
"EE" "16" 580 TRUE 9 "E" "E"
"DE" "17" 466 TRUE 9 "D" "E"
"ED" "86" 491 TRUE 9 "E" "D"
"EE" "51" 482 TRUE 9 "E" "E"
"EE" "55" 562 TRUE 9 "E" "E"
"EE" "5" 532 TRUE 9 "E" "E"
"ED" "99" 568 TRUE 9 "E" "D"
"DE" "15" 540 TRUE 9 "D" "E"
"EE" "9" 533 TRUE 9 "E" "E"
"DE" "19" 515 TRUE 9 "D" "E"
"EE" "46" 497 TRUE 9 "E" "E"
"DE" "62" 536 TRUE 9 "D" "E"
"DD" "3" 452 TRUE 9 "D" "D"
"ED" "12" 467 TRUE 9 "E" "D"
"EE" "18" 460 TRUE 9 "E" "E"
"EE" "53" 475 TRUE 9 "E" "E"
"EE" "8" 477 TRUE 9 "E" "E"
"ED" "82" 467 TRUE 9 "E" "D"
"ED" "17" 434 TRUE 9 "E" "D"
"DD" "1" 465 TRUE 9 "D" "D"
"DE" "71" 507 TRUE 9 "D" "E"
"DD" "35" 577 TRUE 9 "D" "D"
"EE" "47" 516 TRUE 9 "E" "E"
"DD" "10" 437 TRUE 9 "D" "D"
"ED" "85" 460 TRUE 9 "E" "D"
"EE" "57" 517 TRUE 9 "E" "E"
"EE" "42" 498 TRUE 9 "E" "E"
"DE" "63" 484 TRUE 9 "D" "E"
"ED" "88" 547 TRUE 9 "E" "D"
"DE" "14" 435 FALSE 9 "D" "E"
"ED" "6" 452 TRUE 9 "E" "D"
"EE" "13" 437 TRUE 9 "E" "E"
"ED" "2" 451 TRUE 9 "E" "D"
"ED" "96" 593 TRUE 9 "E" "D"
"ED" "98" 539 TRUE 9 "E" "D"
"DE" "5" 470 TRUE 9 "D" "E"
"DD" "34" 498 TRUE 9 "D" "D"
"DE" "4" 461 TRUE 9 "D" "E"
"DD" "21" 444 TRUE 9 "D" "D"
"ED" "92" 500 TRUE 9 "E" "D"
"EE" "52" 539 TRUE 9 "E" "E"
"DD" "30" 441 TRUE 9 "D" "D"
"ED" "15" 405 TRUE 9 "E" "D"
"EE" "12" 524 TRUE 9 "E" "E"
"DD" "39" 457 TRUE 9 "D" "D"
"DD" "5" 446 TRUE 9 "D" "D"
"DE" "1" 418 TRUE 9 "D" "E"
"ED" "7" 420 TRUE 9 "E" "D"
"EE" "14" 539 TRUE 9 "E" "E"
"ED" "100" 503 TRUE 9 "E" "D"
"DD" "11" 493 TRUE 9 "D" "D"
"DE" "80" 499 FALSE 9 "D" "E"
"DD" "9" 499 TRUE 9 "D" "D"
"DE" "68" 681 TRUE 9 "D" "E"
"ED" "11" 453 TRUE 9 "E" "D"
"DD" "31" 491 TRUE 9 "D" "D"
"DD" "27" 524 TRUE 9 "D" "D"
"ED" "93" 506 TRUE 9 "E" "D"
"EE" "3" 422 TRUE 9 "E" "E"
"EE" "43" 511 TRUE 9 "E" "E"
"EE" "10" 461 TRUE 9 "E" "E"
"DD" "19" 548 TRUE 9 "D" "D"
"DD" "18" 403 TRUE 9 "D" "D"
"ED" "8" 491 TRUE 9 "E" "D"
"DE" "65" 538 TRUE 9 "D" "E"
"EE" "6" 547 FALSE 9 "E" "E"
"DD" "38" 506 TRUE 9 "D" "D"
"ED" "89" 490 TRUE 9 "E" "D"
"DE" "69" 482 TRUE 9 "D" "E"
"DE" "20" 621 TRUE 9 "D" "E"
"DD" "7" 389 TRUE 9 "D" "D"
"ED" "18" 372 TRUE 9 "E" "D"
"ED" "83" 465 TRUE 9 "E" "D"
"DD" "16" 428 TRUE 9 "D" "D"
"ED" "4" 389 TRUE 9 "E" "D"
"DD" "2" 377 TRUE 9 "D" "D"
"ED" "91" 490 TRUE 9 "E" "D"
"DE" "79" 633 TRUE 9 "D" "E"
"EE" "20" 438 TRUE 9 "E" "E"
"DE" "77" 456 TRUE 9 "D" "E"
"DD" "25" 475 TRUE 9 "D" "D"
"EE" "49" 508 TRUE 9 "E" "E"
"EE" "4" 309 TRUE 9 "E" "E"
"DD" "28" 442 TRUE 9 "D" "D"
"DD" "15" 400 TRUE 9 "D" "D"
"EE" "50" 480 TRUE 9 "E" "E"
"ED" "84" 652 TRUE 9 "E" "D"
"DD" "8" 381 TRUE 9 "D" "D"
"DE" "16" 388 TRUE 9 "D" "E"
"ED" "3" 530 TRUE 9 "E" "D"
"DE" "18" 315 TRUE 9 "D" "E"
"ED" "10" 481 TRUE 9 "E" "D"
"EE" "7" 357 TRUE 9 "E" "E"
"ED" "90" 482 TRUE 9 "E" "D"
"ED" "9" 365 TRUE 9 "E" "D"
"ED" "19" 410 TRUE 9 "E" "D"
"DE" "6" 436 TRUE 9 "D" "E"
"ED" "5" 379 TRUE 9 "E" "D"
"DD" "36" 514 TRUE 9 "D" "D"
"EE" "15" 518 TRUE 9 "E" "E"
"EE" "2" 373 TRUE 9 "E" "E"
"EE" "11" 412 TRUE 9 "E" "E"
"DD" "29" 483 TRUE 9 "D" "D"
"DE" "66" 466 TRUE 9 "D" "E"
"EE" "41" 586 TRUE 9 "E" "E"
"ED" "86" 683 TRUE 10 "E" "D"
"EE" "41" 619 TRUE 10 "E" "E"
"DD" "39" 658 TRUE 10 "D" "D"
"EE" "48" 882 TRUE 10 "E" "E"
"DE" "70" 625 TRUE 10 "D" "E"
"EE" "5" 558 TRUE 10 "E" "E"
"DE" "15" 484 TRUE 10 "D" "E"
"ED" "91" 594 TRUE 10 "E" "D"
"DD" "32" 803 TRUE 10 "D" "D"
"DD" "22" 644 TRUE 10 "D" "D"
"EE" "10" 548 TRUE 10 "E" "E"
"ED" "95" 569 TRUE 10 "E" "D"
"DE" "77" 550 TRUE 10 "D" "E"
"DE" "69" 491 TRUE 10 "D" "E"
"DD" "18" 548 TRUE 10 "D" "D"
"EE" "4" 525 TRUE 10 "E" "E"
"DD" "23" 608 TRUE 10 "D" "D"
"DE" "64" 556 TRUE 10 "D" "E"
"ED" "93" 707 TRUE 10 "E" "D"
"ED" "94" 715 TRUE 10 "E" "D"
"ED" "98" 683 FALSE 10 "E" "D"
"DD" "37" 713 TRUE 10 "D" "D"
"DD" "6" 530 FALSE 10 "D" "D"
"EE" "7" 566 TRUE 10 "E" "E"
"ED" "9" 499 TRUE 10 "E" "D"
"DD" "8" 531 TRUE 10 "D" "D"
"ED" "17" 563 TRUE 10 "E" "D"
"DE" "78" 754 TRUE 10 "D" "E"
"DD" "11" 477 TRUE 10 "D" "D"
"EE" "45" 605 FALSE 10 "E" "E"
"DD" "21" 882 TRUE 10 "D" "D"
"DD" "26" 779 TRUE 10 "D" "D"
"DD" "15" 709 TRUE 10 "D" "D"
"EE" "58" 672 TRUE 10 "E" "E"
"DE" "8" 854 TRUE 10 "D" "E"
"DD" "25" 801 TRUE 10 "D" "D"
"EE" "8" 733 TRUE 10 "E" "E"
"EE" "50" 738 TRUE 10 "E" "E"
"EE" "60" 813 TRUE 10 "E" "E"
"ED" "18" 540 TRUE 10 "E" "D"
"ED" "84" 715 TRUE 10 "E" "D"
"EE" "16" 508 TRUE 10 "E" "E"
"DD" "20" 507 TRUE 10 "D" "D"
"ED" "81" 611 TRUE 10 "E" "D"
"DE" "18" 501 TRUE 10 "D" "E"
"DD" "33" 633 TRUE 10 "D" "D"
"EE" "43" 595 TRUE 10 "E" "E"
"DE" "6" 557 TRUE 10 "D" "E"
"DE" "71" 681 TRUE 10 "D" "E"
"DE" "75" 699 TRUE 10 "D" "E"
"ED" "5" 483 TRUE 10 "E" "D"
"EE" "42" 554 TRUE 10 "E" "E"
"EE" "57" 747 TRUE 10 "E" "E"
"DE" "62" 635 TRUE 10 "D" "E"
"ED" "85" 684 TRUE 10 "E" "D"
"DE" "63" 820 TRUE 10 "D" "E"
"EE" "59" 824 TRUE 10 "E" "E"
"ED" "11" 534 TRUE 10 "E" "D"
"EE" "19" 587 TRUE 10 "E" "E"
"EE" "2" 692 TRUE 10 "E" "E"
"ED" "97" 714 TRUE 10 "E" "D"
"EE" "54" 675 TRUE 10 "E" "E"
"DD" "7" 749 FALSE 10 "D" "D"
"EE" "13" 596 TRUE 10 "E" "E"
"DD" "34" 744 TRUE 10 "D" "D"
"EE" "12" 525 TRUE 10 "E" "E"
"ED" "15" 515 TRUE 10 "E" "D"
"EE" "44" 657 TRUE 10 "E" "E"
"ED" "6" 598 TRUE 10 "E" "D"
"ED" "82" 714 TRUE 10 "E" "D"
"DD" "5" 462 TRUE 10 "D" "D"
"DD" "29" 666 TRUE 10 "D" "D"
"ED" "89" 690 TRUE 10 "E" "D"
"DE" "11" 541 TRUE 10 "D" "E"
"ED" "83" 625 TRUE 10 "E" "D"
"DE" "14" 517 TRUE 10 "D" "E"
"EE" "18" 514 TRUE 10 "E" "E"
"DD" "40" 612 TRUE 10 "D" "D"
"ED" "20" 472 TRUE 10 "E" "D"
"DD" "13" 548 TRUE 10 "D" "D"
"EE" "51" 804 TRUE 10 "E" "E"
"DE" "16" 525 TRUE 10 "D" "E"
"ED" "7" 673 FALSE 10 "E" "D"
"DE" "76" 611 TRUE 10 "D" "E"
"DE" "66" 738 TRUE 10 "D" "E"
"EE" "3" 479 TRUE 10 "E" "E"
"ED" "88" 592 TRUE 10 "E" "D"
"DE" "1" 628 TRUE 10 "D" "E"
"DE" "61" 562 TRUE 10 "D" "E"
"EE" "15" 436 TRUE 10 "E" "E"
"ED" "16" 484 TRUE 10 "E" "D"
"ED" "10" 460 TRUE 10 "E" "D"
"EE" "6" 626 TRUE 10 "E" "E"
"DE" "9" 732 TRUE 10 "D" "E"
"DD" "4" 460 TRUE 10 "D" "D"
"EE" "11" 469 TRUE 10 "E" "E"
"EE" "49" 547 TRUE 10 "E" "E"
"DD" "38" 651 TRUE 10 "D" "D"
"DD" "10" 397 TRUE 10 "D" "D"
"DD" "27" 411 FALSE 10 "D" "D"
"ED" "90" 626 TRUE 10 "E" "D"
"ED" "13" 477 TRUE 10 "E" "D"
"ED" "96" 690 TRUE 10 "E" "D"
"EE" "47" 651 TRUE 10 "E" "E"
"DD" "35" 497 TRUE 10 "D" "D"
"ED" "2" 525 TRUE 10 "E" "D"
"DE" "12" 397 TRUE 10 "D" "E"
"DD" "19" 585 FALSE 10 "D" "D"
"ED" "12" 444 TRUE 10 "E" "D"
"EE" "52" 987 TRUE 10 "E" "E"
"DD" "16" 428 TRUE 10 "D" "D"
"ED" "19" 547 TRUE 10 "E" "D"
"EE" "14" 452 TRUE 10 "E" "E"
"DD" "2" 419 TRUE 10 "D" "D"
"DE" "74" 563 TRUE 10 "D" "E"
"EE" "20" 423 TRUE 10 "E" "E"
"DE" "65" 492 TRUE 10 "D" "E"
"EE" "9" 437 TRUE 10 "E" "E"
"ED" "3" 484 TRUE 10 "E" "D"
"DE" "13" 404 TRUE 10 "D" "E"
"ED" "87" 572 TRUE 10 "E" "D"
"EE" "55" 553 TRUE 10 "E" "E"
"ED" "1" 474 TRUE 10 "E" "D"
"DD" "31" 459 TRUE 10 "D" "D"
"DE" "4" 437 TRUE 10 "D" "E"
"DD" "24" 467 TRUE 10 "D" "D"
"DE" "10" 381 TRUE 10 "D" "E"
"DE" "73" 426 TRUE 10 "D" "E"
"DD" "12" 373 TRUE 10 "D" "D"
"DE" "67" 538 TRUE 10 "D" "E"
"DD" "1" 379 TRUE 10 "D" "D"
"DD" "30" 497 TRUE 10 "D" "D"
"DE" "79" 588 FALSE 10 "D" "E"
"EE" "56" 562 FALSE 10 "E" "E"
"DD" "9" 452 TRUE 10 "D" "D"
"DE" "2" 516 TRUE 10 "D" "E"
"DD" "28" 585 TRUE 10 "D" "D"
"DD" "3" 419 TRUE 10 "D" "D"
"EE" "46" 625 TRUE 10 "E" "E"
"DE" "17" 523 TRUE 10 "D" "E"
"ED" "4" 366 TRUE 10 "E" "D"
"ED" "8" 499 TRUE 10 "E" "D"
"EE" "1" 458 TRUE 10 "E" "E"
"ED" "99" 476 FALSE 10 "E" "D"
"ED" "92" 522 FALSE 10 "E" "D"
"DE" "3" 475 TRUE 10 "D" "E"
"DE" "68" 792 TRUE 10 "D" "E"
"ED" "14" 475 TRUE 10 "E" "D"
"DD" "17" 524 TRUE 10 "D" "D"
"ED" "100" 593 TRUE 10 "E" "D"
"DE" "20" 462 TRUE 10 "D" "E"
"DE" "7" 444 TRUE 10 "D" "E"
"DD" "36" 633 TRUE 10 "D" "D"
"EE" "17" 533 TRUE 10 "E" "E"
"DE" "80" 561 TRUE 10 "D" "E"
"DE" "72" 608 TRUE 10 "D" "E"
"DE" "19" 540 TRUE 10 "D" "E"
"EE" "53" 544 TRUE 10 "E" "E"
"DE" "5" 399 TRUE 10 "D" "E"
"DD" "14" 435 TRUE 10 "D" "D"
"DE" "72" 726 FALSE 11 "D" "E"
"ED" "17" 507 TRUE 11 "E" "D"
"DE" "10" 490 TRUE 11 "D" "E"
"ED" "90" 645 TRUE 11 "E" "D"
"ED" "15" 458 TRUE 11 "E" "D"
"EE" "3" 497 TRUE 11 "E" "E"
"DD" "29" 589 TRUE 11 "D" "D"
"DD" "8" 562 TRUE 11 "D" "D"
"EE" "18" 441 TRUE 11 "E" "E"
"DD" "15" 517 TRUE 11 "D" "D"
"ED" "100" 541 TRUE 11 "E" "D"
"DD" "18" 421 TRUE 11 "D" "D"
"DE" "20" 520 TRUE 11 "D" "E"
"ED" "16" 474 TRUE 11 "E" "D"
"EE" "59" 571 TRUE 11 "E" "E"
"EE" "52" 610 TRUE 11 "E" "E"
"DE" "65" 580 TRUE 11 "D" "E"
"DE" "61" 674 TRUE 11 "D" "E"
"EE" "12" 440 TRUE 11 "E" "E"
"DE" "64" 674 FALSE 11 "D" "E"
"EE" "20" 578 FALSE 11 "E" "E"
"DD" "3" 441 TRUE 11 "D" "D"
"DD" "10" 468 TRUE 11 "D" "D"
"DE" "18" 477 TRUE 11 "D" "E"
"DD" "36" 630 TRUE 11 "D" "D"
"ED" "5" 459 TRUE 11 "E" "D"
"DE" "76" 756 TRUE 11 "D" "E"
"DD" "4" 428 TRUE 11 "D" "D"
"DE" "17" 631 TRUE 11 "D" "E"
"EE" "60" 704 TRUE 11 "E" "E"
"EE" "53" 762 TRUE 11 "E" "E"
"DD" "33" 726 TRUE 11 "D" "D"
"EE" "48" 771 TRUE 11 "E" "E"
"EE" "15" 512 TRUE 11 "E" "E"
"DD" "37" 806 TRUE 11 "D" "D"
"ED" "11" 491 TRUE 11 "E" "D"
"ED" "91" 646 TRUE 11 "E" "D"
"ED" "97" 789 TRUE 11 "E" "D"
"ED" "7" 513 TRUE 11 "E" "D"
"EE" "54" 628 TRUE 11 "E" "E"
"DE" "19" 715 FALSE 11 "D" "E"
"ED" "89" 637 TRUE 11 "E" "D"
"EE" "41" 793 TRUE 11 "E" "E"
"ED" "85" 670 TRUE 11 "E" "D"
"ED" "93" 809 TRUE 11 "E" "D"
"DD" "5" 422 TRUE 11 "D" "D"
"EE" "10" 492 TRUE 11 "E" "E"
"EE" "49" 586 TRUE 11 "E" "E"
"DE" "75" 736 TRUE 11 "D" "E"
"EE" "2" 494 TRUE 11 "E" "E"
"DE" "74" 671 TRUE 11 "D" "E"
"DE" "80" 689 TRUE 11 "D" "E"
"ED" "81" 655 TRUE 11 "E" "D"
"DD" "30" 669 TRUE 11 "D" "D"
"DD" "20" 424 TRUE 11 "D" "D"
"DE" "73" 608 TRUE 11 "D" "E"
"EE" "50" 730 TRUE 11 "E" "E"
"ED" "20" 490 TRUE 11 "E" "D"
"DD" "39" 678 TRUE 11 "D" "D"
"ED" "9" 501 TRUE 11 "E" "D"
"DD" "34" 531 TRUE 11 "D" "D"
"ED" "18" 448 TRUE 11 "E" "D"
"DE" "77" 852 TRUE 11 "D" "E"
"DD" "12" 476 TRUE 11 "D" "D"
"DD" "25" 685 TRUE 11 "D" "D"
"DD" "21" 545 TRUE 11 "D" "D"
"EE" "13" 486 TRUE 11 "E" "E"
"ED" "99" 498 TRUE 11 "E" "D"
"DE" "11" 420 TRUE 11 "D" "E"
"DE" "3" 441 TRUE 11 "D" "E"
"DD" "7" 469 TRUE 11 "D" "D"
"DE" "78" 607 TRUE 11 "D" "E"
"EE" "6" 671 TRUE 11 "E" "E"
"DD" "35" 666 TRUE 11 "D" "D"
"ED" "84" 709 TRUE 11 "E" "D"
"DD" "27" 638 TRUE 11 "D" "D"
"EE" "56" 720 FALSE 11 "E" "E"
"DE" "14" 667 TRUE 11 "D" "E"
"EE" "47" 596 TRUE 11 "E" "E"
"EE" "58" 660 TRUE 11 "E" "E"
"ED" "10" 514 TRUE 11 "E" "D"
"DE" "5" 463 TRUE 11 "D" "E"
"DD" "31" 547 TRUE 11 "D" "D"
"DE" "71" 855 TRUE 11 "D" "E"
"DE" "16" 590 TRUE 11 "D" "E"
"EE" "8" 699 TRUE 11 "E" "E"
"ED" "13" 650 TRUE 11 "E" "D"
"ED" "88" 639 TRUE 11 "E" "D"
"DE" "6" 519 TRUE 11 "D" "E"
"DD" "40" 555 TRUE 11 "D" "D"
"EE" "51" 678 TRUE 11 "E" "E"
"EE" "19" 623 FALSE 11 "E" "E"
"DD" "28" 656 TRUE 11 "D" "D"
"ED" "8" 535 TRUE 11 "E" "D"
"ED" "86" 614 TRUE 11 "E" "D"
"DD" "13" 474 TRUE 11 "D" "D"
"ED" "14" 605 TRUE 11 "E" "D"
"ED" "3" 500 TRUE 11 "E" "D"
"DE" "68" 705 TRUE 11 "D" "E"
"DD" "23" 676 TRUE 11 "D" "D"
"DE" "13" 465 TRUE 11 "D" "E"
"ED" "82" 872 TRUE 11 "E" "D"
"EE" "4" 377 TRUE 11 "E" "E"
"ED" "12" 619 TRUE 11 "E" "D"
"ED" "94" 693 TRUE 11 "E" "D"
"EE" "44" 699 TRUE 11 "E" "E"
"DE" "7" 424 TRUE 11 "D" "E"
"DE" "15" 495 TRUE 11 "D" "E"
"DD" "32" 616 TRUE 11 "D" "D"
"EE" "9" 582 TRUE 11 "E" "E"
"EE" "17" 521 TRUE 11 "E" "E"
"DD" "16" 519 TRUE 11 "D" "D"
"DD" "24" 571 TRUE 11 "D" "D"
"DD" "11" 449 TRUE 11 "D" "D"
"EE" "43" 799 FALSE 11 "E" "E"
"ED" "4" 520 TRUE 11 "E" "D"
"EE" "14" 612 TRUE 11 "E" "E"
"DE" "8" 524 TRUE 11 "D" "E"
"DE" "67" 707 TRUE 11 "D" "E"
"EE" "1" 509 TRUE 11 "E" "E"
"DE" "4" 430 TRUE 11 "D" "E"
"DE" "70" 669 TRUE 11 "D" "E"
"EE" "5" 456 TRUE 11 "E" "E"
"DE" "1" 475 TRUE 11 "D" "E"
"DD" "26" 597 TRUE 11 "D" "D"
"ED" "92" 626 TRUE 11 "E" "D"
"EE" "42" 571 TRUE 11 "E" "E"
"DD" "1" 481 TRUE 11 "D" "D"
"DE" "2" 493 TRUE 11 "D" "E"
"EE" "46" 653 TRUE 11 "E" "E"
"ED" "95" 564 TRUE 11 "E" "D"
"ED" "96" 724 TRUE 11 "E" "D"
"ED" "1" 432 TRUE 11 "E" "D"
"EE" "45" 552 TRUE 11 "E" "E"
"DE" "63" 614 TRUE 11 "D" "E"
"DD" "19" 604 TRUE 11 "D" "D"
"DD" "2" 881 TRUE 11 "D" "D"
"EE" "16" 445 TRUE 11 "E" "E"
"DD" "22" 516 TRUE 11 "D" "D"
"DD" "17" 468 TRUE 11 "D" "D"
"EE" "55" 653 TRUE 11 "E" "E"
